,job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,Employee_status,gender,age,marital_status_maried(Y/N),number_of_dependences,number_of_dependences (male),number_of_dependences (female),Education_level,GPA,year_graduated,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Best Performance,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3
5428,JG04,1.67,PG03,1.67,0.75,RM_type_B,Permanent,Female,1985,N,0,0,0,level_4,3.28,2007,5.0,5,3,5,0,3,7,0,64.02666666666666,71.38,0.0,6,7,3
5429,JG04,3.25,PG04,0.0,2.42,RM_type_A,Permanent,Male,1982,Y,3,2,1,level_4,3.09,2006,12.0,13,4,4,0,11,5,1,54.28,51.05,0.0,6,7,1
5430,JG04,1.75,PG03,1.75,0.42,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_3,3.08,2009,3.0,3,2,2,0,7,5,0,55.47666666666667,67.17,0.0,6,7,3
5431,JG04,1.75,PG03,1.75,2.5,RM_type_B,Permanent,Male,1990,N,0,0,0,level_3,3.23,2011,3.0,3,1,2,0,1,8,0,57.86666666666667,62.19,0.0,6,7,3
5432,JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Female,1989,Y,0,0,0,level_3,3.46,2010,5.0,5,2,4,0,4,20,1,55.45333333333334,53.44,0.0,6,7,1
5433,JG05,1.25,PG05,1.25,2.42,RM_type_C,Permanent,Female,1977,Y,2,0,2,level_4,2.78,2000,16.0,16,9,7,0,8,0,0,53.86000000000001,59.76,0.0,6,7,3
5434,JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,1986,Y,1,0,1,level_4,3.08,2010,6.0,6,4,5,0,2,3,0,40.75333333333333,39.35,0.0,6,7,1
5435,JG04,1.75,PG03,1.75,0.75,RM_type_B,Permanent,Male,1988,Y,2,2,0,,,,5.0,5,3,3,0,9,1,0,67.34666666666666,74.27,0.0,6,7,3
5436,JG04,0.08,PG03,0.08,0.08,RM_type_B,Contract,Male,1992,N,0,0,0,level_3,3.33,2013,,1,1,1,0,0,0,0,,,,9,9,0
5437,JG05,1.25,PG05,1.25,2.42,RM_type_A,Permanent,Male,1982,Y,2,2,0,level_4,3.1,2004,13.0,13,8,9,0,0,1,0,60.9,72.21,0.0,6,7,3
5438,JG05,8.0,PG06,3.5,2.0,RM_type_A,Permanent,Male,1977,Y,0,0,0,level_1,53.7,1996,18.0,18,13,9,0,8,0,1,42.38333333333333,29.87,0.0,7,7,3
5439,JG04,1.67,PG03,1.67,2.42,RM_type_B,Permanent,Male,1987,N,0,0,0,level_4,3.12,2011,4.0,4,2,3,0,4,1,1,46.19,49.42,0.0,7,7,3
5440,JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_3,2.78,2013,1.0,1,1,1,0,0,0,0,,,,9,9,0
5441,JG05,8.0,PG06,4.5,0.5,RM_type_A,Permanent,Female,1976,Y,3,2,1,level_4,3.28,2002,19.0,19,9,7,0,1,0,0,75.16666666666667,81.3,0.0,6,7,3
5442,JG04,1.75,PG03,1.75,1.75,RM_type_A,Permanent,Male,1986,Y,2,1,1,,,,5.0,5,2,4,0,2,3,0,100.44666666666666,103.45,3.0,6,8,3
5443,JG04,1.75,PG03,1.75,2.42,RM_type_B,Permanent,Female,1990,Y,2,0,2,,,,4.0,4,2,2,0,4,1,1,44.72333333333333,46.4,0.0,7,7,3
5444,JG04,1.75,PG03,1.75,2.42,RM_type_A,Permanent,Male,1989,N,0,0,0,,,,4.0,4,2,2,0,5,1,0,42.93666666666667,44.41,0.0,7,7,3
5445,JG04,1.75,PG03,1.75,2.5,RM_type_B,Permanent,Male,1992,N,0,0,0,level_4,3.21,2014,3.0,3,1,2,0,6,0,0,25.25333333333333,47.72,0.0,7,7,3
5446,JG04,1.75,PG03,1.75,0.0,RM_type_A,Permanent,Male,1982,Y,3,1,2,level_4,2.76,2006,6.0,6,3,5,0,5,0,0,77.40333333333331,72.3,0.0,6,7,3
5447,JG04,1.75,PG03,1.75,0.0,RM_type_B,Permanent,Male,1984,Y,3,1,2,level_4,3.25,2009,6.0,6,4,5,0,9,1,0,52.73333333333333,58.27,0.0,6,7,3
5448,JG04,1.67,PG03,1.67,0.0,RM_type_B,Permanent,Male,1986,Y,0,0,0,,,,5.0,5,4,3,0,9,0,0,53.62333333333334,59.6,0.0,6,7,3
5449,JG04,1.75,PG03,1.75,0.0,RM_type_B,Permanent,Male,1985,Y,2,0,2,level_4,2.85,2009,5.0,5,2,2,0,4,0,1,51.19333333333333,46.04,0.0,6,7,1
5450,JG04,1.75,PG03,1.75,0.0,RM_type_A,Permanent,Female,1985,N,0,0,0,,,,5.0,5,2,4,0,4,0,0,94.90333333333332,95.59,3.0,6,6,3
5451,JG04,1.75,PG03,1.75,0.0,RM_type_B,Permanent,Male,1989,N,0,0,0,,,,4.0,4,3,2,0,7,0,0,55.88333333333333,66.29,0.0,6,7,3
5452,JG04,1.75,PG03,1.75,0.0,RM_type_B,Permanent,Female,1989,Y,1,0,1,,,,4.0,4,4,2,0,9,0,0,35.93666666666667,37.38,0.0,6,7,3
5453,JG04,1.67,PG03,1.67,0.0,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_4,3.19,2012,3.0,3,3,3,0,7,5,0,50.723333333333336,50.68,0.0,6,7,1
5454,JG04,1.67,PG03,1.67,0.0,RM_type_B,Permanent,Male,1990,N,0,0,0,level_4,3.03,2012,3.0,3,3,2,0,4,0,0,48.17,50.22,0.0,6,7,3
5455,JG04,1.75,PG03,1.75,0.0,RM_type_B,Permanent,Male,1988,N,0,0,0,level_3,2.94,2010,3.0,3,3,2,0,2,6,0,72.87,90.15,1.0,6,6,3
5456,JG04,0.92,PG03,0.92,0.0,RM_type_B,Permanent,Male,1988,N,0,0,0,,3.0,2013,1.0,1,2,1,0,0,0,0,,,,9,9,0
5457,JG05,1.25,PG05,1.25,0.5,RM_type_A,Permanent,Male,1987,Y,2,0,2,level_3,0.0,2008,7.0,7,2,3,0,2,0,0,66.08,70.23,0.0,6,6,3
5458,JG04,1.75,PG03,1.75,2.42,RM_type_A,Permanent,Male,1986,Y,2,1,1,level_4,3.39,2009,6.0,6,5,3,0,10,0,0,46.06999999999999,41.53,0.0,6,7,1
5459,JG04,1.75,PG03,1.75,2.42,RM_type_B,Permanent,Male,1988,Y,3,3,0,,,,4.0,4,2,2,0,4,0,0,46.68666666666667,51.5,0.0,6,7,3
5460,JG04,1.67,PG03,1.67,0.75,RM_type_A,Permanent,Male,1985,N,0,0,0,level_4,3.02,2007,6.0,6,4,4,0,9,2,0,59.28333333333333,61.15,0.0,6,7,1
5461,JG04,1.75,PG03,1.75,2.42,RM_type_A,Permanent,Male,1986,Y,2,1,1,level_4,2.85,2010,6.0,6,4,4,0,6,4,0,51.75666666666667,50.36,0.0,7,7,3
5462,JG04,1.67,PG03,1.67,0.5,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_4,3.03,2010,4.0,4,2,2,0,3,0,1,14.486666666666665,14.4,0.0,7,7,3
5463,JG04,1.08,PG03,1.08,1.08,RM_type_B,Permanent,Female,1992,N,0,0,0,level_4,3.71,2014,1.0,1,1,1,0,0,0,0,,,,9,9,0
5464,JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,1987,Y,0,0,0,level_4,2.76,2010,5.0,5,3,4,0,9,3,0,70.41,72.33,0.0,6,7,3
5465,JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,1985,Y,0,0,0,,,,4.0,4,3,2,0,5,0,0,59.68333333333334,51.47,0.0,7,7,3
5466,JG04,1.25,PG03,1.25,0.5,RM_type_C,Permanent,Male,1984,N,0,0,0,,,,4.0,4,4,3,1,2,0,0,59.24,52.57,0.0,6,7,3
5467,JG04,1.25,PG03,1.25,0.5,RM_type_A,Permanent,Male,1987,N,0,0,0,level_4,3.07,2012,3.0,3,4,2,0,0,0,0,45.62333333333334,38.25,0.0,7,7,3
5468,JG04,1.25,PG03,1.25,1.17,RM_type_A,Permanent,Male,1988,N,0,0,0,level_4,2.84,2011,2.0,2,2,3,0,2,0,0,,,,9,9,0
5469,JG04,1.25,PG03,1.25,0.5,RM_type_A,Permanent,Male,1987,Y,1,0,1,level_3,2.88,2011,3.0,3,4,4,0,9,1,0,52.56333333333333,49.68,0.0,7,7,3
5470,JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Male,1987,N,0,0,0,level_3,3.14,2012,1.0,1,1,1,0,0,0,0,,,,9,9,0
5471,JG04,0.58,PG03,0.58,0.58,RM_type_B,Permanent,Female,1988,N,0,0,0,level_3,3.28,2009,1.0,1,1,1,0,0,0,0,,,,9,9,0
5472,JG04,1.25,PG03,1.25,1.5,RM_type_A,Permanent,Male,1986,Y,1,0,1,level_4,3.17,2009,6.0,6,4,4,1,0,0,0,81.29,77.49,1.0,6,7,3
5473,JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,1985,N,0,0,0,,,,5.0,5,3,4,0,3,4,0,43.02666666666667,41.84,0.0,7,7,3
5474,JG04,1.25,PG03,1.25,1.5,RM_type_A,Permanent,Male,1984,Y,1,0,1,,,,5.0,5,3,5,0,2,1,0,54.54,47.02,0.0,7,7,1
5475,JG04,1.25,PG03,1.25,0.5,RM_type_A,Permanent,Male,1991,N,0,0,0,,,,4.0,4,3,3,0,10,0,0,54.90333333333334,54.87,0.0,6,7,3
5476,JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Male,1988,N,0,0,0,,,,4.0,4,3,3,0,6,0,0,32.11666666666667,27.53,0.0,7,7,1
5477,JG04,0.67,PG03,0.67,0.67,RM_type_B,Permanent,Female,1989,N,0,0,0,level_4,3.06,2013,1.0,1,1,1,1,0,0,0,,,,9,9,0
5478,JG04,1.25,PG03,1.25,1.5,RM_type_C,Permanent,Female,1984,N,0,0,0,,,,4.0,4,3,3,1,2,1,1,57.83333333333334,50.38,0.0,7,7,3
5479,JG04,1.25,PG03,1.25,0.5,RM_type_A,Permanent,Female,1986,Y,1,0,1,,,,4.0,4,4,5,0,7,0,1,68.44666666666667,68.75,0.0,8,7,1
5480,JG04,1.25,PG03,1.25,0.5,RM_type_A,Permanent,Male,1988,N,0,0,0,level_4,3.09,2011,2.0,2,2,2,0,2,2,0,20.0,20.0,0.0,9,9,0
5481,JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Female,1986,Y,0,0,0,level_4,3.44,2008,5.0,5,4,5,0,7,26,0,74.78333333333335,73.7,0.0,7,7,3
5482,JG04,0.5,PG03,0.5,1.5,RM_type_A,Permanent,Male,1986,Y,0,0,0,,,,5.0,5,4,6,0,2,0,0,62.72,48.25,0.0,7,7,1
5483,JG04,0.5,PG03,0.5,1.5,RM_type_A,Permanent,Male,1985,Y,0,0,0,,,,5.0,5,3,4,0,1,0,0,89.04666666666668,76.55,1.0,6,7,1
5484,JG04,0.5,PG03,0.5,1.5,RM_type_B,Permanent,Female,1985,Y,1,0,1,level_4,3.34,2008,4.0,4,2,2,2,4,0,0,61.11666666666667,53.91,0.0,7,7,3
5485,JG04,0.42,PG03,0.42,0.42,RM_type_B,Contract,Male,1990,N,0,0,0,level_4,3.0,2013,,1,1,1,0,0,0,0,,,,9,9,0
5486,JG04,1.25,PG03,1.25,1.5,RM_type_A,Permanent,Female,1985,Y,0,0,0,,,,5.0,5,3,4,0,6,0,0,45.62000000000001,46.41,0.0,6,7,3
5487,JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Female,1986,N,0,0,0,,,,5.0,5,3,2,0,3,2,0,53.95666666666667,50.62,0.0,6,7,1
5488,JG05,8.0,PG06,8.0,1.17,RM_type_A,Permanent,Male,1965,Y,3,2,1,level_1,0.0,\N,30.0,30,6,6,0,8,5,0,105.37333333333332,94.78,3.0,5,6,3
5489,JG04,1.25,PG03,1.25,1.5,RM_type_A,Permanent,Female,1986,Y,2,2,0,level_4,3.2,2008,6.0,6,3,6,0,3,8,0,65.82666666666667,61.4,0.0,6,7,1
5490,JG04,1.25,PG03,1.25,0.5,RM_type_C,Permanent,Male,1986,Y,2,1,1,,,,5.0,5,3,3,0,4,0,0,78.45333333333333,76.68,0.0,8,7,3
5491,JG04,0.0,PG03,0.0,0.0,RM_type_B,Contract,Female,1988,N,0,0,0,level_4,2.89,2012,,1,1,1,0,0,0,0,,,,9,9,0
5492,JG04,8.0,PG04,4.5,1.5,RM_type_B,Permanent,Female,1976,Y,2,2,0,level_1,0.0,1995,23.0,23,6,10,1,3,6,0,82.63666666666667,77.2,1.0,6,7,1
5493,JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,1988,N,0,0,0,level_4,3.03,2011,4.0,4,2,2,0,4,4,0,13.65,13.68,0.0,7,7,3
5494,JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Male,1989,N,0,0,0,level_4,3.46,2013,1.0,1,1,1,0,0,0,0,,,,9,9,0
5495,JG04,8.0,PG04,4.5,0.5,RM_type_A,Permanent,Female,1977,Y,2,2,0,level_4,3.13,2001,16.0,17,6,8,2,2,1,1,90.13333333333333,79.33,2.0,6,6,1
5496,JG04,1.25,PG03,1.25,1.5,RM_type_A,Permanent,Female,1987,Y,1,1,0,level_4,3.4,2011,4.0,4,2,3,0,3,0,0,58.34,45.85,0.0,7,7,1
5497,JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Male,1987,Y,1,1,0,level_4,3.02,2012,3.0,3,2,2,0,5,1,0,32.2,42.69,0.0,7,7,3
5498,JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Male,1987,N,0,0,0,level_3,2.93,2011,1.0,1,1,1,0,0,0,0,,,,9,9,0
5499,JG04,0.0,PG03,0.0,0.0,RM_type_B,Contract,Male,1989,N,0,0,0,level_4,3.3,2014,,1,1,1,0,0,0,0,,,,9,9,0
5500,JG04,1.25,PG03,1.25,0.5,RM_type_A,Permanent,Female,1983,Y,0,0,0,level_4,3.51,2007,5.0,5,4,3,1,5,0,0,57.59333333333333,56.52,0.0,7,7,3
5501,JG04,1.25,PG03,1.25,0.5,RM_type_A,Permanent,Male,1984,Y,2,2,0,,,,5.0,5,4,5,0,6,0,0,89.84333333333332,85.18,3.0,6,8,1
5502,JG04,1.25,PG03,1.25,1.5,RM_type_A,Permanent,Male,1987,N,0,0,0,level_4,3.07,2013,3.0,3,2,3,1,4,0,0,14.12,14.39,0.0,7,7,3
5503,JG04,0.75,PG03,0.75,0.42,RM_type_B,Permanent,Male,1991,N,0,0,0,level_4,3.4,2013,1.0,1,2,1,0,0,0,0,,,,9,9,0
5504,JG04,0.42,PG03,0.42,0.42,RM_type_B,Contract,Male,1991,N,0,0,0,level_4,3.33,2015,,1,1,1,0,0,0,0,,,,9,9,0
5505,JG04,5.5,PG05,6.42,0.5,RM_type_C,Permanent,Female,1968,Y,2,0,2,level_4,0.0,\N,25.0,25,6,8,0,6,1,0,57.973333333333336,65.0,0.0,6,7,3
5506,JG04,1.83,PG03,1.83,0.42,RM_type_B,Permanent,Female,1987,Y,0,0,0,level_3,3.1,2010,6.0,6,7,4,0,3,0,0,57.76666666666667,61.09,0.0,6,7,3
5507,JG04,1.83,PG03,1.83,2.42,RM_type_A,Permanent,Female,1990,Y,2,0,2,,,,5.0,5,2,3,0,0,1,0,49.76,48.67,0.0,7,7,3
5508,JG04,0.92,PG03,0.92,0.92,RM_type_A,Permanent,Male,1989,N,0,0,0,level_4,3.07,2012,1.0,1,1,1,0,0,0,0,,,,9,9,0
5509,JG04,0.83,PG03,0.83,0.83,RM_type_B,Permanent,Female,1987,Y,0,0,0,level_3,2.85,2009,1.0,1,1,1,0,0,0,0,,,,9,9,0
5510,JG04,3.75,PG04,0.5,1.5,RM_type_B,Permanent,Female,1984,Y,2,2,0,level_1,0.0,2002,16.0,17,7,8,1,9,0,0,97.51333333333332,107.28,3.0,5,6,3
5511,JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Female,1989,Y,1,0,1,,,,5.0,5,2,4,0,8,3,1,82.7,83.81,0.0,5,7,3
5512,JG04,1.75,PG03,1.75,2.42,RM_type_B,Permanent,Male,1989,N,0,0,0,,,,5.0,5,2,2,1,8,0,1,85.92,85.31,2.0,6,8,1
5513,JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Female,1988,N,0,0,0,,,,4.0,4,2,4,2,3,1,0,61.87333333333334,75.25,0.0,6,7,3
5514,JG04,0.42,PG03,0.42,0.42,RM_type_B,Permanent,Male,1986,Y,0,0,0,level_4,2.85,2011,1.0,1,1,1,0,0,0,0,,,,9,9,0
5515,JG04,6.08,PG04,2.0,1.5,RM_type_A,Permanent,Female,1982,Y,2,2,0,level_4,2.9,2009,16.0,18,8,7,0,7,0,0,61.54666666666667,72.87,0.0,5,7,1
5516,JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Female,1989,N,0,0,0,,,,5.0,5,2,4,0,12,0,0,60.61000000000001,53.03,0.0,7,7,1
5517,JG04,1.17,PG03,1.17,0.5,RM_type_A,Permanent,Female,1982,Y,1,0,1,,,,4.0,4,3,3,0,11,0,0,73.81333333333333,74.04,0.0,7,7,1
5518,JG04,0.67,PG03,0.67,0.67,RM_type_B,Permanent,Female,1989,N,0,0,0,level_3,3.34,2010,1.0,1,1,1,0,0,0,0,,,,9,9,0
5519,JG04,6.17,PG04,2.0,0.5,RM_type_A,Permanent,Female,1980,Y,1,0,1,level_4,3.09,2003,13.0,13,6,6,0,2,0,0,93.35333333333332,95.22,3.0,5,7,3
5520,JG04,1.17,PG03,1.17,2.33,RM_type_B,Permanent,Female,1987,Y,1,1,0,,,,4.0,4,2,2,1,8,0,0,47.66666666666666,55.65,0.0,6,7,3
5521,JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Male,1988,Y,1,1,0,,,,4.0,4,2,3,0,13,0,0,63.05333333333332,60.79,0.0,6,7,1
5522,JG04,0.83,PG03,0.83,0.83,RM_type_B,Permanent,Female,1992,N,0,0,0,level_3,3.19,2013,1.0,1,1,1,0,0,0,0,,,,9,9,0
5523,JG05,5.5,PG06,3.0,0.5,RM_type_A,Permanent,Female,1972,Y,2,1,1,level_4,0.0,1996,22.0,22,4,7,0,8,0,0,71.83,75.32,0.0,5,7,3
5524,JG05,3.58,PG06,1.0,1.17,RM_type_A,Permanent,Male,1983,Y,2,1,1,level_4,3.15,2005,12.0,13,9,12,2,0,0,0,,,,9,9,0
5525,JG04,2.5,PG03,2.5,1.5,RM_type_B,Permanent,Male,1984,Y,1,0,1,level_4,3.22,2008,6.0,6,3,4,0,8,0,1,77.67333333333333,89.81,1.0,5,7,3
5526,JG04,1.83,PG03,1.83,0.5,RM_type_B,Permanent,Female,1989,N,0,0,0,,,,4.0,4,2,3,0,5,0,1,57.83000000000001,60.15,0.0,6,7,1
5527,JG04,1.17,PG03,1.17,2.5,RM_type_A,Permanent,Male,1989,Y,0,0,0,level_4,3.18,2012,3.0,3,1,2,0,5,0,0,74.7,89.59,1.0,8,7,1
5528,JG04,6.17,PG04,2.0,0.5,RM_type_A,Permanent,Female,1982,Y,2,2,0,level_3,0.0,2004,14.0,14,6,5,0,9,0,0,74.88666666666667,83.04,0.0,6,7,1
5529,JG04,1.42,PG03,1.42,2.42,RM_type_A,Permanent,Male,1986,Y,0,0,0,level_4,3.07,2010,6.0,6,2,5,1,10,1,0,45.76333333333333,53.8,0.0,6,7,3
5530,JG04,1.17,PG03,1.17,1.5,RM_type_C,Permanent,Male,1990,N,0,0,0,,,,5.0,5,2,3,1,3,4,0,58.50333333333334,56.14,0.0,8,7,3
5531,JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Female,1988,Y,1,1,0,,,,4.0,4,2,5,0,8,0,0,75.38666666666667,76.33,0.0,6,7,3
5532,JG04,0.92,PG03,0.92,0.42,RM_type_A,Permanent,Male,1987,N,0,0,0,level_4,3.33,2011,1.0,1,2,2,0,0,0,0,,,,9,9,0
5533,JG04,0.42,PG03,0.42,0.42,RM_type_B,Permanent,Male,1988,N,0,0,0,level_3,3.0,2012,1.0,1,1,1,0,0,0,0,,,,9,9,0
5534,JG04,0.42,PG03,0.42,0.42,RM_type_B,Permanent,Female,1991,N,0,0,0,level_3,3.9,2013,1.0,1,1,1,0,0,0,0,,,,9,9,0
5535,JG05,6.08,PG06,2.0,0.5,RM_type_A,Permanent,Male,1969,Y,2,0,2,level_4,3.35,9999,29.0,29,5,7,0,3,7,0,107.15333333333332,114.7,3.0,6,5,3
5536,JG04,1.75,PG03,1.75,0.5,RM_type_B,Permanent,Female,1983,Y,1,1,0,level_4,3.47,2005,6.0,6,4,6,0,10,5,0,83.47666666666667,91.87,1.0,5,7,3
5537,JG04,1.17,PG03,1.17,0.5,RM_type_A,Permanent,Female,1985,N,0,0,0,level_4,3.03,2008,6.0,6,3,4,0,4,0,0,84.73333333333333,89.95,1.0,8,7,3
5538,JG04,1.75,PG03,1.75,2.42,RM_type_A,Permanent,Female,1986,Y,1,0,1,,,,5.0,5,2,3,0,6,1,0,56.70333333333334,76.06,0.0,6,6,3
5539,JG04,1.75,PG03,1.75,2.5,RM_type_A,Permanent,Male,1990,Y,1,1,0,level_4,3.03,2012,3.0,3,1,2,0,6,0,0,55.63333333333333,73.33,0.0,6,7,3
5540,JG04,0.83,PG03,0.83,0.83,RM_type_A,Contract,Female,1989,N,0,0,0,level_4,3.05,2013,,1,1,1,0,0,0,0,,,,9,9,0
5541,JG04,0.67,PG03,0.67,0.67,RM_type_B,Permanent,Female,1987,N,0,0,0,level_3,2.79,2009,1.0,1,1,1,0,0,0,0,,,,9,9,0
5542,JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Female,1986,N,0,0,0,level_4,3.13,2010,6.0,6,2,4,0,5,0,1,62.99666666666667,66.91,0.0,6,7,1
5543,JG04,2.5,PG03,2.5,0.5,RM_type_A,Permanent,Male,1989,N,0,0,0,,,,5.0,5,3,4,2,10,0,0,73.20666666666666,73.27,0.0,6,7,3
5544,JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Female,1987,Y,1,1,0,,,,4.0,4,2,2,0,2,1,0,66.14333333333333,66.53,0.0,6,7,1
5545,JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Female,1983,Y,1,1,0,,,,4.0,4,3,2,1,3,0,0,63.34333333333333,69.05,0.0,6,7,3
5546,JG04,0.92,PG03,0.92,0.92,RM_type_A,Permanent,Male,1989,N,0,0,0,level_4,3.15,2011,1.0,1,1,1,0,0,0,0,,,,9,9,0
5547,JG05,8.0,PG06,4.0,1.5,RM_type_A,Permanent,Male,1976,Y,2,1,1,level_4,3.63,\N,19.0,19,7,7,0,0,1,0,64.72666666666667,67.82,0.0,6,7,3
5548,JG05,8.0,PG06,5.0,2.42,RM_type_A,Permanent,Female,1973,Y,3,2,1,level_4,2.86,1996,20.0,20,7,6,1,1,0,0,74.06333333333333,92.5,1.0,8,7,3
5549,JG05,6.17,PG06,6.17,1.5,RM_type_A,Permanent,Female,1970,Y,2,0,2,level_1,0.0,\N,28.0,28,10,10,0,16,5,1,71.37666666666667,73.47,0.0,6,6,1
5550,JG04,6.17,PG04,2.0,1.5,RM_type_A,Permanent,Female,1981,Y,2,1,1,level_4,0.0,9999,14.0,14,5,5,0,5,1,1,73.06333333333333,82.62,0.0,6,7,1
5551,JG04,1.17,PG03,1.17,1.5,RM_type_B,Permanent,Male,1986,Y,1,1,0,,,,4.0,4,2,4,0,6,1,0,81.91000000000003,81.91,0.0,6,6,1
5552,JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Female,1986,Y,1,1,0,,,,4.0,4,2,3,1,4,2,0,82.39666666666666,85.25,1.0,8,7,1
5553,JG04,1.17,PG03,1.17,2.5,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_4,3.13,2012,3.0,3,1,3,0,5,0,0,26.68666666666667,52.92,0.0,6,7,3
5554,JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1989,Y,0,0,0,,,,5.0,5,2,3,1,0,0,1,72.38666666666667,76.06,0.0,6,7,3
5555,JG04,1.83,PG03,1.83,0.42,RM_type_A,Permanent,Female,1987,Y,1,1,0,,,,5.0,5,3,4,0,5,4,0,82.72333333333331,84.6,0.0,6,6,1
5556,JG04,2.58,PG03,2.58,2.08,RM_type_A,Permanent,Male,1986,Y,1,1,0,level_4,3.22,2009,5.0,5,3,2,4,5,0,0,55.08333333333334,43.19,0.0,6,7,3
5557,JG04,1.17,PG03,1.17,1.5,RM_type_B,Permanent,Male,1990,Y,1,1,0,,,,4.0,4,2,2,0,4,2,0,68.42666666666666,70.72,0.0,6,7,1
5558,JG04,0.5,PG03,0.5,0.42,RM_type_B,Permanent,Female,1987,Y,1,1,0,,,,4.0,4,2,2,0,5,0,0,60.67333333333334,66.54,0.0,6,7,3
5559,JG05,7.75,PG06,5.0,0.5,RM_type_A,Permanent,Female,1970,Y,2,1,1,level_1,0.0,\N,28.0,28,8,7,0,8,1,0,105.92666666666666,107.47,3.0,6,5,3
5560,JG04,6.08,PG04,2.0,0.5,RM_type_A,Permanent,Male,1977,Y,2,1,1,level_4,2.86,2002,15.0,15,7,6,0,5,0,0,55.32333333333333,50.77,0.0,6,7,1
5561,JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Female,1988,Y,1,0,1,,,,4.0,4,2,4,0,6,4,0,74.36,75.73,0.0,6,7,3
5562,JG04,1.17,PG03,1.17,0.5,RM_type_A,Permanent,Female,1986,N,0,0,0,,,,4.0,4,2,3,0,6,0,1,73.45,73.83,0.0,8,7,3
5563,JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Female,1987,N,0,0,0,,,,4.0,4,2,3,0,2,0,0,65.42999999999999,64.32,0.0,6,7,1
5564,JG04,1.17,PG03,1.17,1.5,RM_type_A,Permanent,Female,1989,Y,1,0,1,level_4,3.07,2013,4.0,4,2,2,0,3,2,0,92.40999999999998,94.24,3.0,8,7,3
5565,JG04,1.17,PG03,1.17,1.25,RM_type_B,Permanent,Male,1990,N,0,0,0,level_4,3.02,2013,3.0,3,2,4,0,0,3,0,46.30333333333334,56.06,0.0,5,7,3
5566,JG05,8.0,PG06,5.0,0.5,RM_type_A,Permanent,Male,1977,Y,2,1,1,level_1,0.0,\N,22.0,22,8,4,0,17,0,0,78.23666666666666,82.43,0.0,5,7,3
5567,JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Female,1986,Y,1,1,0,level_4,3.53,2008,6.0,6,3,4,4,5,2,0,101.38,98.65,3.0,5,6,3
5568,JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,1988,Y,1,0,1,,,,4.0,4,2,3,1,6,0,0,74.42333333333333,77.73,0.0,6,7,3
5569,JG04,1.17,PG03,1.17,1.5,RM_type_B,Permanent,Female,1991,Y,0,0,0,,,,4.0,4,2,2,0,6,10,0,64.09,69.78,0.0,6,7,3
5570,JG04,1.08,PG03,1.08,1.08,RM_type_B,Permanent,Male,1986,N,0,0,0,level_4,2.82,2011,1.0,1,1,1,0,0,0,0,,,,9,9,0
5571,JG05,1.75,PG05,1.75,0.5,RM_type_A,Permanent,Female,1980,Y,1,0,1,level_4,0.0,1999,14.0,14,6,6,0,5,0,0,67.31666666666666,72.38,0.0,5,7,3
5572,JG05,1.75,PG05,1.75,1.5,RM_type_A,Permanent,Male,1980,Y,1,0,1,level_4,0.0,9999,14.0,14,6,5,0,6,0,1,59.41333333333333,63.39,0.0,6,7,3
